# Which scope defines each documented collection method, and whether that
# scope's body is C++ or Rexx (D89). Derived by
# crates/rexx-exec/tests/collection_scopes.rs, which re-derives it on every
# run; edit that, never this.
#
# class<TAB>method<TAB>arm<TAB>scope<TAB>kind<TAB>token<TAB>arity
#
# `scope` is the oracle's own answer to `receiver~instanceMethod(NAME)~scope~id`
# -- the behaviour after every InheritInstanceMethods copy, RemoveMethod and
# HideMethod, which is why no file scan can produce this column.
#
# `token` IS A CITATION, NOT A BODY IDENTITY, in both directions. Two tokens
# can name one C++ function: `Set`'s HasItem is written
# IdentityTable::hasIndexRexx and IdentityTableClass.hpp declares no such
# member. And one token reaches three behaviours selected by the contents
# class the receiver allocated: HashCollection::putRexx passes
# IndexOnlyHashCollection's validation on a Set or Bag and reaches
# MultiValueContents::put on a Relation or Bag. Count tokens for an upper
# bound on bodies; never for a count of behaviours.
#
# `arity` is Setup.cpp's third operand verbatim: a literal is a MAXIMUM,
# A_COUNT is Arity::Counted.
#
# RexxQueue is deliberately absent -- spec D93, the external data queue.
Array	[]	instance	Array	native	ArrayClass::getRexx	A_COUNT
Array	[]=	instance	Array	native	ArrayClass::putRexx	A_COUNT
Array	allIndexes	instance	Array	native	ArrayClass::allIndexes	0
Array	allItems	instance	Array	native	ArrayClass::allItems	0
Array	append	instance	Array	native	ArrayClass::appendRexx	1
Array	appendAll	instance	OrderedCollection	rexx	--	--
Array	at	instance	Array	native	ArrayClass::getRexx	A_COUNT
Array	delete	instance	Array	native	ArrayClass::deleteRexx	1
Array	difference	instance	OrderedCollection	rexx	--	--
Array	dimension	instance	Array	native	ArrayClass::dimensionRexx	1
Array	dimensions	instance	Array	native	ArrayClass::getDimensionsRexx	0
Array	disjoint	instance	Collection	rexx	--	--
Array	empty	instance	Array	native	ArrayClass::empty	0
Array	equivalent	instance	Collection	rexx	--	--
Array	fill	instance	Array	native	ArrayClass::fillRexx	1
Array	first	instance	Array	native	ArrayClass::firstRexx	0
Array	firstItem	instance	Array	native	ArrayClass::getFirstItem	0
Array	hasIndex	instance	Array	native	ArrayClass::hasIndexRexx	A_COUNT
Array	hasItem	instance	Array	native	ArrayClass::hasItemRexx	1
Array	index	instance	Array	native	ArrayClass::indexRexx	1
Array	insert	instance	Array	native	ArrayClass::insertRexx	2
Array	intersection	instance	OrderedCollection	rexx	--	--
Array	isEmpty	instance	Array	native	ArrayClass::isEmptyRexx	0
Array	items	instance	Array	native	ArrayClass::itemsRexx	0
Array	last	instance	Array	native	ArrayClass::lastRexx	0
Array	lastItem	instance	Array	native	ArrayClass::getLastItem	0
Array	makeArray	instance	Array	native	RexxObject::makeArrayRexx	0
Array	makeString	instance	Array	native	ArrayClass::toString	2
Array	new	class	Array	native	ArrayClass::newRexx	A_COUNT
Array	next	instance	Array	native	ArrayClass::nextRexx	A_COUNT
Array	of	class	Array	native	ArrayClass::ofRexx	A_COUNT
Array	previous	instance	Array	native	ArrayClass::previousRexx	A_COUNT
Array	put	instance	Array	native	ArrayClass::putRexx	A_COUNT
Array	remove	instance	Array	native	ArrayClass::removeRexx	A_COUNT
Array	removeItem	instance	Array	native	ArrayClass::removeItemRexx	1
Array	section	instance	Array	native	ArrayClass::sectionRexx	2
Array	size	instance	Array	native	ArrayClass::sizeRexx	0
Array	sort	instance	Array	native	ArrayClass::stableSortRexx	0
Array	sortWith	instance	Array	native	ArrayClass::stableSortWithRexx	1
Array	stableSort	instance	Array	native	ArrayClass::stableSortRexx	0
Array	stableSortWith	instance	Array	native	ArrayClass::stableSortWithRexx	1
Array	subset	instance	OrderedCollection	rexx	--	--
Array	supplier	instance	Array	native	ArrayClass::supplier	0
Array	toString	instance	Array	native	ArrayClass::toString	2
Array	union	instance	OrderedCollection	rexx	--	--
Array	xor	instance	OrderedCollection	rexx	--	--
Bag	[]	instance	Bag	native	HashCollection::getRexx	1
Bag	[]=	instance	Bag	native	HashCollection::putRexx	2
Bag	allAt	instance	Bag	native	RelationClass::allAt	1
Bag	allIndex	instance	Bag	native	RelationClass::allIndexRexx	1
Bag	allIndexes	instance	Bag	native	HashCollection::allIndexes	0
Bag	allItems	instance	Bag	native	HashCollection::allItems	0
Bag	at	instance	Bag	native	HashCollection::getRexx	1
Bag	difference	instance	Bag	rexx	--	--
Bag	disjoint	instance	Collection	rexx	--	--
Bag	empty	instance	Bag	native	HashCollection::emptyRexx	0
Bag	equivalent	instance	Collection	rexx	--	--
Bag	hasIndex	instance	Bag	native	HashCollection::hasIndexRexx	1
Bag	hasItem	instance	Bag	native	BagClass::hasItemRexx	2
Bag	index	instance	Bag	native	HashCollection::indexRexx	1
Bag	intersection	instance	Bag	rexx	--	--
Bag	isEmpty	instance	Bag	native	HashCollection::isEmptyRexx	0
Bag	items	instance	Bag	native	RelationClass::itemsRexx	1
Bag	makeArray	instance	Bag	native	RexxObject::makeArrayRexx	0
Bag	new	class	Bag	native	BagClass::newRexx	A_COUNT
Bag	of	class	Bag	native	BagClass::ofRexx	A_COUNT
Bag	put	instance	Bag	native	HashCollection::putRexx	2
Bag	putAll	instance	Bag	rexx	--	--
Bag	remove	instance	Bag	native	HashCollection::removeRexx	1
Bag	removeAll	instance	Bag	native	RelationClass::removeAll	1
Bag	removeItem	instance	Bag	native	BagClass::removeItemRexx	2
Bag	subset	instance	Bag	rexx	--	--
Bag	supplier	instance	Bag	native	RelationClass::supplierRexx	1
Bag	union	instance	Bag	rexx	--	--
Bag	uniqueIndexes	instance	Bag	native	RelationClass::uniqueIndexes	0
Bag	xor	instance	Bag	rexx	--	--
CircularQueue	[]	instance	Queue	native	ArrayClass::getRexx	A_COUNT
CircularQueue	[]=	instance	Queue	native	QueueClass::putRexx	2
CircularQueue	allIndexes	instance	Queue	native	ArrayClass::allIndexes	0
CircularQueue	allItems	instance	Queue	native	ArrayClass::allItems	0
CircularQueue	append	instance	CircularQueue	rexx	--	--
CircularQueue	appendAll	instance	OrderedCollection	rexx	--	--
CircularQueue	at	instance	Queue	native	ArrayClass::getRexx	A_COUNT
CircularQueue	delete	instance	Queue	native	QueueClass::deleteRexx	1
CircularQueue	difference	instance	OrderedCollection	rexx	--	--
CircularQueue	disjoint	instance	Collection	rexx	--	--
CircularQueue	empty	instance	Queue	native	ArrayClass::empty	0
CircularQueue	equivalent	instance	Collection	rexx	--	--
CircularQueue	first	instance	Queue	native	ArrayClass::firstRexx	0
CircularQueue	firstItem	instance	Queue	native	ArrayClass::getFirstItem	0
CircularQueue	hasIndex	instance	Queue	native	ArrayClass::hasIndexRexx	A_COUNT
CircularQueue	hasItem	instance	Queue	native	ArrayClass::hasItemRexx	1
CircularQueue	index	instance	Queue	native	ArrayClass::indexRexx	1
CircularQueue	init	instance	CircularQueue	rexx	--	--
CircularQueue	insert	instance	CircularQueue	rexx	--	--
CircularQueue	intersection	instance	CircularQueue	rexx	--	--
CircularQueue	isEmpty	instance	Queue	native	ArrayClass::isEmptyRexx	0
CircularQueue	items	instance	Queue	native	ArrayClass::itemsRexx	0
CircularQueue	last	instance	Queue	native	ArrayClass::lastRexx	0
CircularQueue	lastItem	instance	Queue	native	ArrayClass::getLastItem	0
CircularQueue	makeArray	instance	CircularQueue	rexx	--	--
CircularQueue	makeString	instance	CircularQueue	rexx	--	--
CircularQueue	new	class	Queue	native	QueueClass::newRexx	A_COUNT
CircularQueue	next	instance	Queue	native	ArrayClass::nextRexx	A_COUNT
CircularQueue	of	class	CircularQueue	rexx	--	--
CircularQueue	peek	instance	Queue	native	QueueClass::peek	0
CircularQueue	previous	instance	Queue	native	ArrayClass::previousRexx	A_COUNT
CircularQueue	pull	instance	Queue	native	QueueClass::pullRexx	0
CircularQueue	push	instance	CircularQueue	rexx	--	--
CircularQueue	put	instance	Queue	native	QueueClass::putRexx	2
CircularQueue	queue	instance	CircularQueue	rexx	--	--
CircularQueue	remove	instance	Queue	native	QueueClass::deleteRexx	1
CircularQueue	removeItem	instance	Queue	native	ArrayClass::removeItemRexx	1
CircularQueue	resize	instance	CircularQueue	rexx	--	--
CircularQueue	section	instance	CircularQueue	rexx	--	--
CircularQueue	size	instance	CircularQueue	rexx	--	--
CircularQueue	sort	instance	OrderedCollection	rexx	--	--
CircularQueue	sortWith	instance	OrderedCollection	rexx	--	--
CircularQueue	stableSort	instance	OrderedCollection	rexx	--	--
CircularQueue	stableSortWith	instance	OrderedCollection	rexx	--	--
CircularQueue	string	instance	CircularQueue	rexx	--	--
CircularQueue	subset	instance	OrderedCollection	rexx	--	--
CircularQueue	supplier	instance	CircularQueue	rexx	--	--
CircularQueue	union	instance	CircularQueue	rexx	--	--
CircularQueue	xor	instance	CircularQueue	rexx	--	--
Directory	[]	instance	Directory	native	HashCollection::getRexx	1
Directory	[]=	instance	Directory	native	HashCollection::putRexx	2
